,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
466,Shot Chart Detail,0021500349,11,201935,James Harden,1610612745,Houston Rockets,1,10,22,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,0,1,1,20151212,HOU,LAL
467,Shot Chart Detail,0021500349,26,201935,James Harden,1610612745,Houston Rockets,1,8,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,115,213,1,1,20151212,HOU,LAL
468,Shot Chart Detail,0021500349,35,201935,James Harden,1610612745,Houston Rockets,1,6,32,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,61,116,1,1,20151212,HOU,LAL
469,Shot Chart Detail,0021500349,46,201935,James Harden,1610612745,Houston Rockets,1,5,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,2,244,1,1,20151212,HOU,LAL
470,Shot Chart Detail,0021500349,65,201935,James Harden,1610612745,Houston Rockets,1,4,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,-6,1,1,20151212,HOU,LAL
471,Shot Chart Detail,0021500349,83,201935,James Harden,1610612745,Houston Rockets,1,3,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,-6,1,1,20151212,HOU,LAL
472,Shot Chart Detail,0021500349,124,201935,James Harden,1610612745,Houston Rockets,1,0,3,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-1,1,1,20151212,HOU,LAL
473,Shot Chart Detail,0021500349,224,201935,James Harden,1610612745,Houston Rockets,2,4,6,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-40,116,1,0,20151212,HOU,LAL
474,Shot Chart Detail,0021500349,238,201935,James Harden,1610612745,Houston Rockets,2,2,48,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-142,65,1,0,20151212,HOU,LAL
475,Shot Chart Detail,0021500349,242,201935,James Harden,1610612745,Houston Rockets,2,2,35,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,-1,1,1,20151212,HOU,LAL
476,Shot Chart Detail,0021500349,261,201935,James Harden,1610612745,Houston Rockets,2,0,55,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,2,1,0,20151212,HOU,LAL
477,Shot Chart Detail,0021500349,274,201935,James Harden,1610612745,Houston Rockets,2,0,27,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-1,31,1,0,20151212,HOU,LAL
478,Shot Chart Detail,0021500349,289,201935,James Harden,1610612745,Houston Rockets,3,11,25,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,-6,1,0,20151212,HOU,LAL
479,Shot Chart Detail,0021500349,318,201935,James Harden,1610612745,Houston Rockets,3,9,54,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-104,223,1,0,20151212,HOU,LAL
480,Shot Chart Detail,0021500349,325,201935,James Harden,1610612745,Houston Rockets,3,8,56,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-9,165,1,0,20151212,HOU,LAL
481,Shot Chart Detail,0021500349,349,201935,James Harden,1610612745,Houston Rockets,3,6,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,2,1,1,20151212,HOU,LAL
482,Shot Chart Detail,0021500349,373,201935,James Harden,1610612745,Houston Rockets,3,3,48,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,7,1,1,20151212,HOU,LAL
483,Shot Chart Detail,0021500349,391,201935,James Harden,1610612745,Houston Rockets,3,3,4,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-42,9,1,0,20151212,HOU,LAL
484,Shot Chart Detail,0021500349,485,201935,James Harden,1610612745,Houston Rockets,4,6,25,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,51,218,1,0,20151212,HOU,LAL
485,Shot Chart Detail,0021500349,506,201935,James Harden,1610612745,Houston Rockets,4,4,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,6,254,1,1,20151212,HOU,LAL
486,Shot Chart Detail,0021500349,514,201935,James Harden,1610612745,Houston Rockets,4,3,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,133,223,1,0,20151212,HOU,LAL
487,Shot Chart Detail,0021500365,9,201935,James Harden,1610612745,Houston Rockets,1,10,10,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,46,13,1,0,20151214,DEN,HOU
488,Shot Chart Detail,0021500365,27,201935,James Harden,1610612745,Houston Rockets,1,7,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,13,1,1,20151214,DEN,HOU
489,Shot Chart Detail,0021500365,46,201935,James Harden,1610612745,Houston Rockets,1,6,6,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-88,115,1,0,20151214,DEN,HOU
490,Shot Chart Detail,0021500365,184,201935,James Harden,1610612745,Houston Rockets,2,6,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,8,1,1,20151214,DEN,HOU
491,Shot Chart Detail,0021500365,187,201935,James Harden,1610612745,Houston Rockets,2,6,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,13,1,0,20151214,DEN,HOU
492,Shot Chart Detail,0021500365,211,201935,James Harden,1610612745,Houston Rockets,2,4,50,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,35,16,1,0,20151214,DEN,HOU
493,Shot Chart Detail,0021500365,230,201935,James Harden,1610612745,Houston Rockets,2,3,29,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,31,1,1,20151214,DEN,HOU
494,Shot Chart Detail,0021500365,243,201935,James Harden,1610612745,Houston Rockets,2,2,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,71,237,1,1,20151214,DEN,HOU
495,Shot Chart Detail,0021500365,254,201935,James Harden,1610612745,Houston Rockets,2,1,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,148,200,1,1,20151214,DEN,HOU
496,Shot Chart Detail,0021500365,261,201935,James Harden,1610612745,Houston Rockets,2,0,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-76,247,1,0,20151214,DEN,HOU
497,Shot Chart Detail,0021500365,265,201935,James Harden,1610612745,Houston Rockets,2,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-151,87,1,0,20151214,DEN,HOU
498,Shot Chart Detail,0021500365,326,201935,James Harden,1610612745,Houston Rockets,3,5,11,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,132,203,1,1,20151214,DEN,HOU
499,Shot Chart Detail,0021500365,347,201935,James Harden,1610612745,Houston Rockets,3,3,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,168,174,1,1,20151214,DEN,HOU
500,Shot Chart Detail,0021500365,356,201935,James Harden,1610612745,Houston Rockets,3,2,52,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,13,1,0,20151214,DEN,HOU
501,Shot Chart Detail,0021500365,376,201935,James Harden,1610612745,Houston Rockets,3,0,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,6,57,1,0,20151214,DEN,HOU
502,Shot Chart Detail,0021500365,472,201935,James Harden,1610612745,Houston Rockets,4,2,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-173,185,1,0,20151214,DEN,HOU
503,Shot Chart Detail,0021500365,476,201935,James Harden,1610612745,Houston Rockets,4,2,6,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,7,1,0,20151214,DEN,HOU
504,Shot Chart Detail,0021500365,487,201935,James Harden,1610612745,Houston Rockets,4,1,24,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-1,1,1,20151214,DEN,HOU
505,Shot Chart Detail,0021500365,490,201935,James Harden,1610612745,Houston Rockets,4,0,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,18,1,1,20151214,DEN,HOU
506,Shot Chart Detail,0021500365,511,201935,James Harden,1610612745,Houston Rockets,4,0,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-196,203,1,0,20151214,DEN,HOU
507,Shot Chart Detail,0021500369,11,201935,James Harden,1610612745,Houston Rockets,1,10,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,115,219,1,0,20151215,SAC,HOU
508,Shot Chart Detail,0021500369,33,201935,James Harden,1610612745,Houston Rockets,1,8,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-12,247,1,1,20151215,SAC,HOU
509,Shot Chart Detail,0021500369,78,201935,James Harden,1610612745,Houston Rockets,1,5,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,128,169,1,0,20151215,SAC,HOU
510,Shot Chart Detail,0021500369,97,201935,James Harden,1610612745,Houston Rockets,1,4,32,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,7,1,0,20151215,SAC,HOU
511,Shot Chart Detail,0021500369,120,201935,James Harden,1610612745,Houston Rockets,1,1,51,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-32,65,1,1,20151215,SAC,HOU
512,Shot Chart Detail,0021500369,258,201935,James Harden,1610612745,Houston Rockets,2,2,24,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-65,26,1,0,20151215,SAC,HOU
513,Shot Chart Detail,0021500369,311,201935,James Harden,1610612745,Houston Rockets,3,11,18,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,236,51,1,0,20151215,SAC,HOU
514,Shot Chart Detail,0021500369,320,201935,James Harden,1610612745,Houston Rockets,3,9,57,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-35,18,1,0,20151215,SAC,HOU
515,Shot Chart Detail,0021500369,377,201935,James Harden,1610612745,Houston Rockets,3,5,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-127,213,1,0,20151215,SAC,HOU
516,Shot Chart Detail,0021500369,394,201935,James Harden,1610612745,Houston Rockets,3,3,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,225,110,1,1,20151215,SAC,HOU
517,Shot Chart Detail,0021500369,416,201935,James Harden,1610612745,Houston Rockets,3,2,24,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151215,SAC,HOU
518,Shot Chart Detail,0021500369,420,201935,James Harden,1610612745,Houston Rockets,3,1,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,8,1,1,20151215,SAC,HOU
519,Shot Chart Detail,0021500369,424,201935,James Harden,1610612745,Houston Rockets,3,1,21,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-38,247,1,1,20151215,SAC,HOU
520,Shot Chart Detail,0021500369,426,201935,James Harden,1610612745,Houston Rockets,3,0,56,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,26,1,1,20151215,SAC,HOU
521,Shot Chart Detail,0021500369,461,201935,James Harden,1610612745,Houston Rockets,4,8,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,177,185,1,1,20151215,SAC,HOU
522,Shot Chart Detail,0021500369,483,201935,James Harden,1610612745,Houston Rockets,4,6,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,1,20151215,SAC,HOU
523,Shot Chart Detail,0021500369,486,201935,James Harden,1610612745,Houston Rockets,4,6,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,8,1,1,20151215,SAC,HOU
524,Shot Chart Detail,0021500369,492,201935,James Harden,1610612745,Houston Rockets,4,5,49,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-16,65,1,0,20151215,SAC,HOU
525,Shot Chart Detail,0021500385,2,201935,James Harden,1610612745,Houston Rockets,1,11,42,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,26,1,0,20151217,LAL,HOU
526,Shot Chart Detail,0021500385,32,201935,James Harden,1610612745,Houston Rockets,1,8,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-163,223,1,0,20151217,LAL,HOU
527,Shot Chart Detail,0021500385,40,201935,James Harden,1610612745,Houston Rockets,1,8,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,3,1,0,20151217,LAL,HOU
528,Shot Chart Detail,0021500385,57,201935,James Harden,1610612745,Houston Rockets,1,6,41,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-243,18,1,1,20151217,LAL,HOU
529,Shot Chart Detail,0021500385,62,201935,James Harden,1610612745,Houston Rockets,1,5,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-117,121,1,1,20151217,LAL,HOU
530,Shot Chart Detail,0021500385,90,201935,James Harden,1610612745,Houston Rockets,1,2,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,169,188,1,0,20151217,LAL,HOU
531,Shot Chart Detail,0021500385,162,201935,James Harden,1610612745,Houston Rockets,2,8,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,94,229,1,1,20151217,LAL,HOU
532,Shot Chart Detail,0021500385,181,201935,James Harden,1610612745,Houston Rockets,2,6,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-96,156,1,0,20151217,LAL,HOU
533,Shot Chart Detail,0021500385,194,201935,James Harden,1610612745,Houston Rockets,2,4,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,16,1,0,20151217,LAL,HOU
534,Shot Chart Detail,0021500385,196,201935,James Harden,1610612745,Houston Rockets,2,4,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,0,20151217,LAL,HOU
535,Shot Chart Detail,0021500385,220,201935,James Harden,1610612745,Houston Rockets,2,3,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-88,193,1,0,20151217,LAL,HOU
536,Shot Chart Detail,0021500385,224,201935,James Harden,1610612745,Houston Rockets,2,2,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,26,1,1,20151217,LAL,HOU
537,Shot Chart Detail,0021500385,244,201935,James Harden,1610612745,Houston Rockets,2,1,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,186,26,1,1,20151217,LAL,HOU
538,Shot Chart Detail,0021500385,251,201935,James Harden,1610612745,Houston Rockets,2,0,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,119,131,1,0,20151217,LAL,HOU
539,Shot Chart Detail,0021500385,300,201935,James Harden,1610612745,Houston Rockets,3,9,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,81,237,1,0,20151217,LAL,HOU
540,Shot Chart Detail,0021500385,306,201935,James Harden,1610612745,Houston Rockets,3,9,0,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-17,164,1,0,20151217,LAL,HOU
541,Shot Chart Detail,0021500385,335,201935,James Harden,1610612745,Houston Rockets,3,5,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,94,229,1,0,20151217,LAL,HOU
542,Shot Chart Detail,0021500385,352,201935,James Harden,1610612745,Houston Rockets,3,3,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,159,188,1,0,20151217,LAL,HOU
543,Shot Chart Detail,0021500385,378,201935,James Harden,1610612745,Houston Rockets,3,1,38,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,16,1,0,20151217,LAL,HOU
544,Shot Chart Detail,0021500385,379,201935,James Harden,1610612745,Houston Rockets,3,1,37,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,16,1,1,20151217,LAL,HOU
545,Shot Chart Detail,0021500385,457,201935,James Harden,1610612745,Houston Rockets,4,7,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-66,239,1,0,20151217,LAL,HOU
546,Shot Chart Detail,0021500385,463,201935,James Harden,1610612745,Houston Rockets,4,7,4,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,168,85,1,1,20151217,LAL,HOU
547,Shot Chart Detail,0021500385,481,201935,James Harden,1610612745,Houston Rockets,4,5,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,119,232,1,0,20151217,LAL,HOU
548,Shot Chart Detail,0021500385,486,201935,James Harden,1610612745,Houston Rockets,4,5,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,0,20151217,LAL,HOU
549,Shot Chart Detail,0021500401,26,201935,James Harden,1610612745,Houston Rockets,1,8,55,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,7,1,0,20151219,HOU,LAC
550,Shot Chart Detail,0021500401,28,201935,James Harden,1610612745,Houston Rockets,1,8,51,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,26,1,0,20151219,HOU,LAC
551,Shot Chart Detail,0021500401,99,201935,James Harden,1610612745,Houston Rockets,1,5,3,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-7,65,1,1,20151219,HOU,LAC
552,Shot Chart Detail,0021500401,148,201935,James Harden,1610612745,Houston Rockets,1,2,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,-7,237,1,0,20151219,HOU,LAC
553,Shot Chart Detail,0021500401,154,201935,James Harden,1610612745,Houston Rockets,1,1,42,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,23,1,1,20151219,HOU,LAC
554,Shot Chart Detail,0021500401,365,201935,James Harden,1610612745,Houston Rockets,2,1,33,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,2,1,0,20151219,HOU,LAC
555,Shot Chart Detail,0021500401,400,201935,James Harden,1610612745,Houston Rockets,3,10,42,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,104,2,1,0,20151219,HOU,LAC
556,Shot Chart Detail,0021500401,427,201935,James Harden,1610612745,Houston Rockets,3,7,58,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,1,20151219,HOU,LAC
557,Shot Chart Detail,0021500401,429,201935,James Harden,1610612745,Houston Rockets,3,7,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,219,1,0,20151219,HOU,LAC
558,Shot Chart Detail,0021500401,472,201935,James Harden,1610612745,Houston Rockets,3,3,19,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,-10,1,1,20151219,HOU,LAC
559,Shot Chart Detail,0021500401,509,201935,James Harden,1610612745,Houston Rockets,3,1,0,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,38,1,0,20151219,HOU,LAC
560,Shot Chart Detail,0021500401,517,201935,James Harden,1610612745,Houston Rockets,3,0,36,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,189,174,1,0,20151219,HOU,LAC
561,Shot Chart Detail,0021500401,621,201935,James Harden,1610612745,Houston Rockets,4,5,51,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,68,124,1,0,20151219,HOU,LAC
562,Shot Chart Detail,0021500415,27,201935,James Harden,1610612745,Houston Rockets,1,11,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,6,217,1,1,20151221,HOU,CHA
563,Shot Chart Detail,0021500415,31,201935,James Harden,1610612745,Houston Rockets,1,8,55,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,46,56,1,0,20151221,HOU,CHA
564,Shot Chart Detail,0021500415,46,201935,James Harden,1610612745,Houston Rockets,1,7,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,161,178,1,1,20151221,HOU,CHA
565,Shot Chart Detail,0021500415,48,201935,James Harden,1610612745,Houston Rockets,1,7,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,151,208,1,0,20151221,HOU,CHA
566,Shot Chart Detail,0021500415,212,201935,James Harden,1610612745,Houston Rockets,2,5,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,148,195,1,0,20151221,HOU,CHA
567,Shot Chart Detail,0021500415,237,201935,James Harden,1610612745,Houston Rockets,2,4,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,3,1,1,20151221,HOU,CHA
568,Shot Chart Detail,0021500415,243,201935,James Harden,1610612745,Houston Rockets,2,3,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,2,1,1,20151221,HOU,CHA
569,Shot Chart Detail,0021500415,247,201935,James Harden,1610612745,Houston Rockets,2,2,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-202,164,1,0,20151221,HOU,CHA
570,Shot Chart Detail,0021500415,272,201935,James Harden,1610612745,Houston Rockets,2,0,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-4,244,1,0,20151221,HOU,CHA
571,Shot Chart Detail,0021500415,278,201935,James Harden,1610612745,Houston Rockets,2,0,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,7,1,1,20151221,HOU,CHA
572,Shot Chart Detail,0021500415,299,201935,James Harden,1610612745,Houston Rockets,3,10,8,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-40,180,1,1,20151221,HOU,CHA
573,Shot Chart Detail,0021500415,354,201935,James Harden,1610612745,Houston Rockets,3,6,27,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,7,1,0,20151221,HOU,CHA
574,Shot Chart Detail,0021500415,527,201935,James Harden,1610612745,Houston Rockets,4,5,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,151,193,1,1,20151221,HOU,CHA
575,Shot Chart Detail,0021500415,551,201935,James Harden,1610612745,Houston Rockets,4,3,35,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-47,139,1,1,20151221,HOU,CHA
576,Shot Chart Detail,0021500415,564,201935,James Harden,1610612745,Houston Rockets,4,2,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-151,214,1,0,20151221,HOU,CHA
577,Shot Chart Detail,0021500415,585,201935,James Harden,1610612745,Houston Rockets,4,0,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,2,1,1,20151221,HOU,CHA
578,Shot Chart Detail,0021500426,2,201935,James Harden,1610612745,Houston Rockets,1,11,38,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,143,3,1,1,20151223,ORL,HOU
579,Shot Chart Detail,0021500426,82,201935,James Harden,1610612745,Houston Rockets,1,4,7,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-68,105,1,1,20151223,ORL,HOU
580,Shot Chart Detail,0021500426,86,201935,James Harden,1610612745,Houston Rockets,1,3,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-27,254,1,1,20151223,ORL,HOU
581,Shot Chart Detail,0021500426,93,201935,James Harden,1610612745,Houston Rockets,1,3,1,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,0,20151223,ORL,HOU
582,Shot Chart Detail,0021500426,109,201935,James Harden,1610612745,Houston Rockets,1,2,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,163,203,1,0,20151223,ORL,HOU
583,Shot Chart Detail,0021500426,119,201935,James Harden,1610612745,Houston Rockets,1,1,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,16,1,1,20151223,ORL,HOU
