GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,10GAME_AVG_OFF_RATING,10GAME_AVG_DEF_RATING,START_POS_FLAG,END_POS_FLAG
21500005,1610612755,76ers,PHI,Philadelphia,240:00:00,92.1,92.2,107.8,109.8,-15.7,-17.6,0.353,0.5,9.3,0.327,0.702,0.505,23.274,23.3,0.452,0.51,1,0.196,103.5,102.5,85.42,103,0.37,92.2,109.8,1,0
21500023,1610612755,76ers,PHI,Philadelphia,240:00:00,78.6,78,105.3,108.8,-26.7,-30.8,0.789,0.79,13.2,,0.66,,21.046,20.9,0.349,0.448,1,0.199,92.14,91,75.83,91,0.265,85.1,109.3,0,0
21500046,1610612755,76ers,PHI,Philadelphia,240:00:00,99.9,105.3,108.3,110.3,-8.4,-5,0.579,1.57,16.8,0.275,0.707,0.467,13.983,14.7,0.488,0.526,1,0.198,99.46,96,80,95,0.429,91.83333333,109.6333333,0,0
21500065,1610612755,76ers,PHI,Philadelphia,240:00:00,92,94.6,95.3,98.9,-3.3,-4.3,0.676,1.21,17.7,0.333,0.778,0.569,20.085,20.7,0.457,0.497,1,0.197,95.04,92,76.67,92,0.505,92.525,106.95,0,0
21500078,1610612755,76ers,PHI,Philadelphia,240:00:00,107.8,108.5,108.8,114.9,-1,-6.4,0.561,1.44,18.5,,0.696,,16.913,17,0.582,0.596,1,0.201,96.94,94,78.33,94,0.479,95.72,108.54,0,0
21500087,1610612755,76ers,PHI,Philadelphia,240:00:00,98.5,101,108.7,110.5,-10.2,-9.5,0.667,1.41,18.1,0.306,0.681,0.49,17.269,17.7,0.519,0.53,1,0.197,97.5,95.5,79.58,96,0.43,96.6,108.8666667,0,0
21500100,1610612755,76ers,PHI,Philadelphia,240:00:00,78.5,83.8,103.6,105.7,-25.1,-21.9,0.543,1.12,13,0.343,0.737,0.52,15.162,16.2,0.375,0.4,1,0.194,109.62,105,87.5,105,0.342,94.77142857,108.4142857,0,0
21500115,1610612755,76ers,PHI,Philadelphia,240:00:00,107.9,108.4,127.1,125.3,-19.2,-16.8,0.7,2.33,20.8,,0.596,,12.568,12.6,0.529,0.545,1,0.197,94.56,95,79.17,95,0.389,96.475,110.525,0,0
21500134,1610612755,76ers,PHI,Philadelphia,240:00:00,81.5,84.2,98.8,100,-17.3,-15.8,0.533,0.89,12.1,0.288,0.667,0.479,17.255,17.8,0.378,0.432,1,0.199,103.78,101.5,84.58,101,0.374,95.11111111,109.3555556,0,0
21500142,1610612755,76ers,PHI,Philadelphia,240:00:00,86.6,86.5,93.9,94.8,-7.3,-8.4,0.455,1,12.8,,0.684,,15.651,15.6,0.451,0.478,1,0.2,96.92,96.5,80.42,96,0.371,94.25,107.9,0,0
21500152,1610612755,76ers,PHI,Philadelphia,240:00:00,82.9,85.1,90,90.2,-7.2,-5,0.471,0.59,12.5,0.244,0.813,0.538,26.012,26.7,0.48,0.507,1,0.199,103,101.5,84.58,101,0.439,93.54,105.94,0,0
21500167,1610612755,76ers,PHI,Philadelphia,240:00:00,79.4,82.5,107.9,109.8,-28.5,-27.3,0.4,0.45,10.9,0.267,,,28.961,30.1,0.493,0.512,1,0.196,105.42,102.5,85.42,103,0.335,93.99,106.04,0,0
21500178,1610612755,76ers,PHI,Philadelphia,240:00:00,90.1,92.6,116.9,117.7,-26.8,-25.1,0.656,1.17,16.4,,,,18.428,18.9,0.456,0.496,1,0.199,97.18,95.5,79.58,95,0.364,92.72,106.78,0,0
21500193,1610612755,76ers,PHI,Philadelphia,240:00:00,91.4,94.8,100.2,99,-8.8,-4.2,0.516,0.94,12.7,0.273,0.778,0.5,17.075,17.7,0.439,0.492,1,0.199,97.68,96.5,80.42,96,0.403,92.74,106.79,0,0
21500206,1610612755,76ers,PHI,Philadelphia,240:00:00,97.1,99,101.1,104.2,-4.1,-5.2,0.469,0.79,12.1,0.286,0.705,0.484,19.412,19.8,0.474,0.528,1,0.198,98.38,96,80,96,0.427,91.79,105.72,0,0
21500217,1610612755,76ers,PHI,Philadelphia,240:00:00,78.7,79.2,80.1,84,-1.3,-4.8,0.387,0.63,10,0.185,0.714,0.47,18.701,18.8,0.416,0.446,1,0.197,103.26,100.5,83.75,101,0.476,89.61,103.07,0,0
21500232,1610612755,76ers,PHI,Philadelphia,240:00:00,114.6,114,113.4,116,1.2,-2,0.6,1.85,18.3,,0.692,,13.073,13,0.578,0.604,1,0.195,100.86,100,83.33,100,0.494,92.63,104.1,0,0
21500251,1610612755,76ers,PHI,Philadelphia,240:00:00,81.5,84,88.6,91.1,-7,-7.1,0.767,0.85,17.2,0.245,,,26.203,27,0.468,0.5,1,0.196,103.46,100.5,83.75,100,0.463,90.19,100.68,0,0
21500263,1610612755,76ers,PHI,Philadelphia,240:00:00,108.3,108.4,91.4,95.8,16.9,12.6,0.757,1.75,21,0.286,0.684,0.5,16.821,16.8,0.557,0.578,1,0.2,97.34,95,79.17,95,0.635,92.61,100.26,0,0
21500271,1610612755,76ers,PHI,Philadelphia,240:00:00,84,82.1,90.3,94.3,-6.3,-12.2,0.344,0.79,9,0.138,0.745,0.422,13.519,13.2,0.424,0.45,1,0.199,106.62,105.5,87.92,106,0.379,92.17,100.21,0,0
21500289,1610612755,76ers,PHI,Philadelphia,240:00:00,106.7,106.1,106.2,108,0.5,-1.9,0.595,1.1,17.3,,0.679,,20.317,20.2,0.601,0.614,1,0.201,100.08,99.5,82.92,99,0.491,94.27,101.99,0,0
21500305,1610612755,76ers,PHI,Philadelphia,240:00:00,74.5,76.4,136.8,133.7,-62.3,-57.3,0.538,1.08,12.6,0.204,,,14.248,14.6,0.373,0.404,1,0.202,89.12,89,74.17,89,0.11,93.66,104.38,0,0
21500329,1610612755,76ers,PHI,Philadelphia,240:00:00,96.1,96.8,104.3,106.4,-8.2,-9.6,0.5,1.55,13.6,0.309,0.692,0.468,11.618,11.7,0.414,0.471,1,0.201,95.28,94,78.33,94,0.449,94.08,103.25,0,0
21500335,1610612755,76ers,PHI,Philadelphia,240:00:00,96.4,96.9,110.3,109.2,-13.9,-12.2,0.611,1.05,16.5,0.319,0.635,0.485,21.307,21.4,0.488,0.525,1,0.199,97.8,98,81.67,98,0.457,94.29,104.27,0,0
21500355,1610612755,76ers,PHI,Philadelphia,240:00:00,78.2,80,101.1,100,-22.9,-20,0.643,0.82,13.8,0.316,0.784,0.537,22.643,23.2,0.393,0.421,1,0.2,96.06,95.5,79.58,95,0.337,92.39,103.85,0,0
21500361,1610612755,76ers,PHI,Philadelphia,240:00:00,96.3,98,114.5,116.2,-18.2,-18.2,0.5,1.73,14.9,,0.682,,11.031,11.2,0.473,0.491,1,0.201,100.08,98.5,82.08,98,0.359,94.27,107.07,0,0
21500376,1610612755,76ers,PHI,Philadelphia,240:00:00,103.4,110.4,128.9,129.6,-25.5,-19.2,0.513,0.83,15.4,0.342,0.839,0.565,23.401,25,0.6,0.619,1,0.195,100.56,97,80.83,96,0.352,93.91,108.43,0,0
21500388,1610612755,76ers,PHI,Philadelphia,240:00:00,95.8,100,108.8,109.2,-13,-9.2,0.405,1,12.5,0.191,0.673,0.438,14.822,15.5,0.519,0.538,1,0.2,99.76,97.5,81.25,97,0.401,95.51,110.24,0,0
21500405,1610612755,76ers,PHI,Philadelphia,240:00:00,82.5,85.1,107.7,106.9,-25.2,-21.8,0.5,0.71,11.1,0.361,0.83,0.565,20.154,20.8,0.378,0.433,1,0.198,102.22,101,84.17,101,0.283,93.18,111.35,0,0
21500419,1610612755,76ers,PHI,Philadelphia,240:00:00,91.8,92.8,105.5,108.3,-13.8,-15.5,0.613,0.68,15,0.268,0.723,0.511,28.548,28.9,0.523,0.562,1,0.192,98.32,96.5,80.42,97,0.384,94.25,112.75,0,0
21500430,1610612755,76ers,PHI,Philadelphia,240:00:00,96.4,100,113.5,114.1,-17.2,-14.1,0.649,1.04,17.1,0.38,,,22.167,23,0.5,0.533,1,0.197,101.64,99.5,82.92,100,0.4,93.64,113.36,0,0
21500451,1610612755,76ers,PHI,Philadelphia,240:00:00,105.8,107.8,98.2,102,7.7,5.8,0.526,0.91,15.1,0.279,0.712,0.529,20.976,21.4,0.557,0.611,1,0.197,105.42,102.5,85.42,103,0.596,96.78,110.19,0,0
21500467,1610612755,76ers,PHI,Philadelphia,240:00:00,87.2,93.8,91.5,97.9,-4.3,-4.1,0.556,1.11,15.1,0.278,0.571,0.427,17.248,18.6,0.448,0.482,1,0.196,104.1,97,80.83,97,0.44,96.48,109.34,0,0
21500483,1610612755,76ers,PHI,Philadelphia,240:00:00,103.8,104.8,98.1,99.1,5.7,5.7,0.575,1.77,15.9,0.286,0.776,0.5,12.269,12.4,0.473,0.505,1,0.2,106.5,105.5,87.92,105,0.526,97.27,108.33,0,0
21500494,1610612755,76ers,PHI,Philadelphia,240:00:00,85.7,85.7,94.2,95.9,-8.5,-10.2,0.677,1.31,15.9,0.293,0.719,0.504,16.327,16.3,0.393,0.442,1,0.202,98.38,97.5,81.25,98,0.446,97.84,107.92,0,0
21500505,1610612755,76ers,PHI,Philadelphia,240:00:00,99.5,98,128.7,127.5,-29.2,-29.4,0.732,2.5,21.7,,0.771,,12.063,11.9,0.511,0.513,1,0.201,100.24,101.5,84.58,101,0.351,97.84,109.05,0,0
21500512,1610612755,76ers,PHI,Philadelphia,240:00:00,111,118.5,104.7,107.6,6.3,10.9,0.646,1.82,22,0.442,,,17.319,18.5,0.575,0.585,1,0.194,96.36,92,76.67,92,0.537,98.65,106.85,0,0
21500536,1610612755,76ers,PHI,Philadelphia,240:00:00,93.3,95.1,121.9,122.3,-28.6,-27.2,0.538,0.95,15,0.302,0.674,0.475,20.952,21.4,0.483,0.505,1,0.197,104.18,103,85.83,103,0.338,98.16,108.16,0,0
21500554,1610612755,76ers,PHI,Philadelphia,240:00:00,105.4,104.4,115,118.7,-9.7,-14.3,0.667,2,20.8,0.267,0.711,0.47,14.419,14.3,0.556,0.551,1,0.202,92.02,91,75.83,91,0.432,100.09,109.34,0,0
21500559,1610612755,76ers,PHI,Philadelphia,240:00:00,87.3,88.5,96.8,99,-9.5,-10.4,0.629,1.16,17.4,0.204,0.729,0.491,19.515,19.8,0.494,0.498,1,0.199,97.74,96,80,96,0.472,99.66,108.41,0,0
21500587,1610612755,76ers,PHI,Philadelphia,265:00:00,105.9,104.7,106.8,110.6,-0.9,-5.9,0.548,1.64,16.6,0.269,0.551,0.406,13.359,13.2,0.516,0.545,1,0.197,96.2,95.09,79.25,106,0.47,100.13,108.06,0,0
21500606,1610612755,76ers,PHI,Philadelphia,240:00:00,114.9,116.3,86.8,90.8,28.1,25.5,0.643,2.08,20.9,0.158,0.75,0.52,13.105,13.3,0.618,0.639,1,0.2,100.88,98,81.67,98,0.696,100.98,106.94,0,0
21500615,1610612755,76ers,PHI,Philadelphia,290:00:00,95,99.1,104.2,107.2,-9.2,-8.1,0.6,2.08,17.6,0.274,0.789,0.521,10.924,11.4,0.49,0.5,1,0.198,96.5,93.1,77.59,114,0.456,101.51,107.87,0,0
21500629,1610612755,76ers,PHI,Philadelphia,240:00:00,101.9,100,90.2,90.6,11.7,9.4,0.556,1.33,16.9,0.125,,,15.917,15.6,0.547,0.577,1,0.2,95.34,96,80,96,0.553,101.03,107.02,0,0
21500656,1610612755,76ers,PHI,Philadelphia,240:00:00,84.6,87.6,104.3,104.7,-19.8,-17.1,0.486,0.71,12.2,0.291,0.655,0.473,22.059,22.9,0.438,0.47,1,0.197,108.08,106,88.33,105,0.36,101.22,107.9,0,0
21500677,1610612755,76ers,PHI,Philadelphia,240:00:00,112.1,113,100.7,102,11.4,11,0.641,2.08,18.7,0.234,0.694,0.469,11.9,12,0.549,0.583,1,0.2,101.58,100.5,83.75,100,0.554,102.72,105.35,0,0
21500686,1610612755,76ers,PHI,Philadelphia,240:00:00,99.5,102.1,109.2,118.3,-9.7,-16.2,0.615,1.41,18.4,,0.508,,17.439,17.9,0.518,0.542,1,0.197,99.1,94,78.33,95,0.475,101.08,106.42,0,0
21500707,1610612755,76ers,PHI,Philadelphia,240:00:00,99.8,100,101,103.8,-1.3,-3.8,0.548,1.92,16.9,0.193,0.694,0.425,11.403,11.4,0.511,0.519,1,0.196,106.06,104.5,87.08,105,0.476,101.57,104.57,0,0
21500736,1610612755,76ers,PHI,Philadelphia,240:00:00,79.5,80.4,111.7,118.1,-32.2,-37.7,0.771,1.13,19.1,0.192,,,22.189,22.4,0.452,0.477,1,0.196,109.58,106,88.33,107,0.321,99.17,104.51,0,0
21500753,1610612755,76ers,PHI,Philadelphia,240:00:00,92,94,107.3,107.1,-15.3,-13.1,0.622,1.53,17.5,0.196,,,14.683,15,0.477,0.505,1,0.198,100.48,99.5,82.92,100,0.424,99.72,105.32,0,0
21500764,1610612755,76ers,PHI,Philadelphia,240:00:00,109.9,109.6,100.6,102.1,9.4,7.5,0.447,1.06,13.7,,,,17.079,17,0.531,0.568,1,0.197,95.56,95,79.17,94,0.532,100.21,104.47,0,0
21500777,1610612755,76ers,PHI,Philadelphia,265:00:00,84.2,87.6,91.9,92.5,-7.7,-4.8,0.588,0.95,14.3,0.288,0.723,0.516,19.224,20,0.411,0.464,1,0.198,97.76,95.55,79.62,105,0.437,97.34,104.64,0,0
21500791,1610612755,76ers,PHI,Philadelphia,240:00:00,110.6,112.2,115.4,116.3,-4.9,-4.1,0.69,1.53,19.8,0.404,0.609,0.5,19.099,19.4,0.544,0.558,1,0.199,99.12,98,81.67,98,0.459,98.65,105.55,0,0
21500811,1610612755,76ers,PHI,Philadelphia,240:00:00,109.2,110.7,116.8,117.5,-7.6,-6.8,0.5,1,15.7,0.135,0.689,0.439,19.15,19.4,0.605,0.652,1,0.197,104.02,103,85.83,103,0.457,99.72,108.24,0,0
21500830,1610612755,76ers,PHI,Philadelphia,240:00:00,106.3,104,131.8,131.6,-25.5,-27.6,0.514,1.19,15.3,0.205,0.636,0.42,16.515,16.2,0.558,0.579,1,0.198,97.36,98.5,82.08,99,0.343,101.36,110.93,0,0
21500840,1610612755,76ers,PHI,Philadelphia,240:00:00,108,110.6,120.3,117,-12.3,-6.4,0.535,1.05,17,0.205,0.674,0.459,20.669,21.2,0.608,0.636,1,0.201,104.74,105,87.5,104,0.431,101.12,112.43,0,0
21500847,1610612755,76ers,PHI,Philadelphia,240:00:00,91.5,92.9,106.8,113.3,-15.3,-20.4,0.545,1.2,14.1,,0.627,,15.084,15.3,0.44,0.482,1,0.197,101.7,98,81.67,98,0.369,100.2,111.93,0,0
21500862,1610612755,76ers,PHI,Philadelphia,240:00:00,96.7,95.9,105.7,106.2,-9,-10.3,0.6,1.62,16.8,0.184,0.655,0.433,13.369,13.3,0.476,0.515,1,0.196,97.36,97.5,81.25,98,0.454,99.79,112.17,0,0
21500881,1610612755,76ers,PHI,Philadelphia,240:00:00,107.1,110.5,125,125,-17.9,-14.5,0.488,1.11,15.2,0.25,,,16.624,17.1,0.565,0.622,1,0.199,106.14,104.5,87.08,105,0.442,102.8,112.86,0,0
21500885,1610612755,76ers,PHI,Philadelphia,240:00:00,103.6,108,109.8,116,-6.2,-8,0.628,2.25,19.7,0.196,0.604,0.394,11.512,12,0.539,0.55,1,0.194,104.94,100,83.33,100,0.423,104.2,113.75,0,0
21500898,1610612755,76ers,PHI,Philadelphia,240:00:00,95.7,98,118.5,119,-22.8,-21,0.676,1.64,17.2,0.218,0.767,0.459,13.534,13.9,0.476,0.513,1,0.199,101.92,100.5,83.75,101,0.373,103.04,115.44,0,0
21500914,1610612755,76ers,PHI,Philadelphia,240:00:00,102.1,102,106.8,112,-4.7,-10,0.583,2.63,15.5,0.283,0.566,0.416,8.01,8,0.426,0.477,1,0.2,102.36,100,83.33,100,0.424,104.48,117.39,0,0
21500935,1610612755,76ers,PHI,Philadelphia,240:00:00,104.6,107.7,109.3,113.2,-4.7,-5.5,0.541,1.82,15.9,0.264,,,11.742,12.1,0.5,0.518,1,0.197,93.94,91,75.83,91,0.436,104.03,117.08,0,0
21500951,1610612755,76ers,PHI,Philadelphia,240:00:00,100.9,108.3,118,122.9,-17.1,-14.6,0.657,1.21,16.2,0.444,0.566,0.505,18.432,19.8,0.477,0.52,1,0.197,101.56,96,80,96,0.393,103.79,117.62,0,0
21500964,1610612755,76ers,PHI,Philadelphia,240:00:00,96.3,99,91.1,92.7,5.2,6.3,0.658,1.32,18.6,0.34,0.727,0.549,19.27,19.8,0.506,0.524,1,0.195,98.14,96,80,96,0.529,103.29,113.73,0,0
21500976,1610612755,76ers,PHI,Philadelphia,240:00:00,109,109.9,122.9,123.8,-14,-13.9,0.615,2,18.2,,,,11.779,11.9,0.524,0.579,1,0.198,101.78,101,84.17,101,0.451,103.22,114.41,0,0
21500999,1610612755,76ers,PHI,Philadelphia,240:00:00,106.1,111.8,127.6,126,-21.5,-14.2,0.634,1.53,18.3,0.216,0.6,0.396,15.823,16.7,0.528,0.573,1,0.194,105.04,103,85.83,102,0.398,105.11,115.68,0,0
21501013,1610612755,76ers,PHI,Philadelphia,240:00:00,89.2,89.5,90.5,94.3,-1.4,-4.8,0.486,1.55,13,0.167,0.648,0.395,10.432,10.5,0.418,0.459,1,0.199,107.4,105,87.5,105,0.434,104.47,114.49,0,0
21501021,1610612755,76ers,PHI,Philadelphia,240:00:00,98.1,97,110,112.1,-11.9,-15.1,0.686,3,18.1,0.186,0.596,0.368,8.091,8,0.449,0.481,1,0.2,99.9,99.5,82.92,100,0.415,103.12,113.2,0,0
21501039,1610612755,76ers,PHI,Philadelphia,240:00:00,102.1,105,117.4,120,-15.3,-15,0.718,2.55,19.6,0.281,,,10.692,11,0.467,0.505,1,0.198,102.56,100,83.33,100,0.423,102.82,113.6,0,0
21501045,1610612755,76ers,PHI,Philadelphia,240:00:00,81.4,82.4,96.1,100,-14.7,-17.6,0.484,0.94,12.8,0.226,0.745,0.47,17.361,17.6,0.413,0.435,1,0.198,93.44,91,75.83,91,0.384,101.26,111.7,0,0
21501064,1610612755,76ers,PHI,Philadelphia,240:00:00,100.4,101,100.4,103,0,-2,0.703,2.6,19,0.193,0.792,0.467,9.747,9.8,0.473,0.512,1,0.199,103.1,101.5,84.58,102,0.486,101.16,110.8,0,0
21501091,1610612755,76ers,PHI,Philadelphia,240:00:00,98.5,101.9,104.7,102.9,-6.1,-0.9,0.538,1.62,15.3,0.2,0.772,0.479,12.2,12.6,0.473,0.507,1,0.197,104.88,104,86.67,103,0.46,100.58,109.77,0,0
21501094,1610612755,76ers,PHI,Philadelphia,240:00:00,106.8,108.2,113.8,118.2,-7,-9.9,0.643,2.25,20.1,0.204,0.69,0.429,12.21,12.4,0.522,0.551,1,0.199,100.54,98,81.67,97,0.435,100.57,109.3,0,0
21501109,1610612755,76ers,PHI,Philadelphia,240:00:00,83.8,84.2,98.1,99,-14.3,-14.9,0.667,2,15.3,0.164,0.755,0.414,9.862,9.9,0.396,0.423,1,0.199,101.66,101,84.17,101,0.334,99.09,109.93,0,0
21501128,1610612755,76ers,PHI,Philadelphia,240:00:00,90.8,91.9,101.1,101,-10.4,-9.1,0.727,2.4,18,0.2,0.82,0.482,9.976,10.1,0.422,0.458,1,0.198,99.56,99,82.5,99,0.409,97.29,107.65,0,0
21501138,1610612755,76ers,PHI,Philadelphia,240:00:00,98.6,102,112.6,115,-14,-13,0.676,1.35,17.1,,0.78,,16.435,17,0.506,0.54,1,0.196,102.78,100,83.33,100,0.364,96.31,106.55,0,0
21501154,1610612755,76ers,PHI,Philadelphia,240:00:00,113.3,115.1,101,98.9,12.2,16.1,0.775,3.1,22.7,0.26,0.66,0.454,10.584,10.8,0.528,0.56,1,0.195,93.26,93.5,77.92,93,0.585,98.87,107.01,0,0
21501180,1610612755,76ers,PHI,Philadelphia,240:00:00,101.2,101,106.7,106.9,-5.5,-5.9,0.781,2.78,17.8,0.258,0.698,0.454,8.925,8.9,0.429,0.477,1,0.2,101.52,101.5,84.58,101,0.431,99.27,106.49,0,0
21501197,1610612755,76ers,PHI,Philadelphia,265:00:00,99.1,101.9,99.5,100.9,-0.4,1,0.615,1.6,16.4,,0.729,,13.761,14.2,0.474,0.505,1,0.197,98.97,96.91,80.75,106,0.44,98.96,104.58,0,0
21501214,1610612755,76ers,PHI,Philadelphia,240:00:00,103.2,102.1,120.4,128.4,-17.2,-26.3,0.686,1.71,19,0.208,,,14.737,14.6,0.552,0.557,1,0.2,98.18,95.5,79.58,96,0.385,100.93,107.42,0,0
21501222,1610612755,76ers,PHI,Philadelphia,240:00:00,107.2,108.2,119.9,117.3,-12.7,-9.1,0.757,2.15,21.6,0.13,0.63,0.38,13.276,13.4,0.562,0.59,1,0.2,96.9,97.5,81.25,97,0.43,101.65,108.85,0,1
21500012,1610612749,Bucks,MIL,Milwaukee,240:00:00,97.4,98,121.5,124.5,-24.2,-26.5,0.567,0.94,12.6,0.386,0.611,0.495,18.065,18.2,0.401,0.487,1,0.202,100.02,98.5,82.08,99,0.354,98,124.5,1,0
21500027,1610612749,Bucks,MIL,Milwaukee,240:00:00,108.3,111.9,117.6,118,-9.3,-6.1,0.786,2.06,23,0.233,,,15.337,15.8,0.555,0.599,1,0.198,102.34,100.5,83.75,101,0.468,104.95,121.25,0,0
21500042,1610612749,Bucks,MIL,Milwaukee,240:00:00,96.1,95.6,111.8,116.5,-15.7,-20.9,0.724,1.17,17.7,0.225,0.538,0.402,19.876,19.8,0.457,0.547,1,0.201,92.68,91,75.83,91,0.434,101.8333333,119.6666667,0,0
21500047,1610612749,Bucks,MIL,Milwaukee,240:00:00,113.9,112,99.3,106.7,14.6,5.3,0.632,1.71,19.6,0.316,0.667,0.506,15.48,15.2,0.582,0.61,1,0.201,93.56,91,75.83,92,0.58,104.375,116.425,0,0
21500065,1610612749,Bucks,MIL,Milwaukee,240:00:00,95.3,98.9,92,94.6,3.3,4.3,0.686,2.4,18.8,0.222,0.667,0.431,10.473,10.9,0.453,0.487,1,0.197,95.04,92,76.67,92,0.495,103.28,112.06,0,0
21500079,1610612749,Bucks,MIL,Milwaukee,240:00:00,106.7,106.5,94.5,100,12.2,6.5,0.6,1.75,16.6,0.34,0.608,0.48,12.937,12.9,0.451,0.528,1,0.2,95.04,92.5,77.08,93,0.567,103.8166667,110.05,0,0
21500089,1610612749,Bucks,MIL,Milwaukee,240:00:00,97.9,101.1,94.1,92.5,3.7,8.6,0.73,1.59,20.3,0.25,0.647,0.455,17.701,18.3,0.5,0.528,1,0.19,93.7,93,77.5,93,0.547,103.4285714,107.5428571,0,0
21500110,1610612749,Bucks,MIL,Milwaukee,240:00:00,90.1,89.2,106,107.6,-15.9,-18.4,0.467,0.78,12.2,0.244,0.68,0.474,19.54,19.4,0.452,0.499,1,0.198,92.74,92.5,77.08,93,0.398,101.65,107.55,0,0
21500121,1610612749,Bucks,MIL,Milwaukee,240:00:00,110.9,115.9,115,118.4,-4.1,-2.5,0.619,1.53,20.6,0.324,0.591,0.469,18.486,19.3,0.595,0.615,1,0.196,90.76,87.5,72.92,88,0.473,103.2333333,108.7555556,0,0
21500141,1610612749,Bucks,MIL,Milwaukee,290:00:00,98.5,100,95.6,97.2,2.9,2.8,0.465,1.54,13.8,0.306,0.683,0.492,11.853,12,0.451,0.484,1,0.199,90.85,89.38,74.48,108,0.516,102.91,107.6,0,0
21500158,1610612749,Bucks,MIL,Milwaukee,240:00:00,90,89.6,122.3,119.8,-32.3,-30.2,0.71,1.16,17.8,0.196,0.784,0.458,19.883,19.8,0.5,0.521,1,0.203,94.8,96,80,96,0.301,102.07,107.13,0,0
21500176,1610612749,Bucks,MIL,Milwaukee,240:00:00,111.8,114.9,130.4,130.7,-18.6,-15.7,0.579,2,18.7,0.205,0.515,0.347,12.299,12.6,0.541,0.592,1,0.197,88.82,87.5,72.92,87,0.397,102.37,108.4,0,0
21500190,1610612749,Bucks,MIL,Milwaukee,240:00:00,88.3,87.8,118.1,124.2,-29.8,-36.5,0.559,0.83,14.7,0.292,0.633,0.464,23.624,23.5,0.462,0.492,1,0.201,100.74,98.5,82.08,98,0.324,101.59,109.17,0,0
21500205,1610612749,Bucks,MIL,Milwaukee,240:00:00,120.5,119.8,90.2,96.7,30.3,23.1,0.698,2.5,22.6,,,,13.263,13.2,0.572,0.602,1,0.197,94.02,91,75.83,91,0.685,102.37,108.17,0,0
21500221,1610612749,Bucks,MIL,Milwaukee,240:00:00,117,121.6,135.4,135.8,-18.4,-14.1,0.714,2.73,21.3,,,,10.904,11.3,0.551,0.591,1,0.198,98.08,96,80,97,0.437,104.64,112.29,0,0
21500228,1610612749,Bucks,MIL,Milwaukee,240:00:00,90.3,90,111,115.2,-20.7,-25.2,0.645,0.91,15.9,0.209,0.767,0.488,22.071,22,0.473,0.538,1,0.199,101.18,99.5,82.92,100,0.377,102.99,113.81,0,0
21500246,1610612749,Bucks,MIL,Milwaukee,240:00:00,92,93.2,100.4,97.8,-8.4,-4.6,0.758,1.79,19.7,0.288,,,15.702,15.9,0.451,0.465,1,0.2,87.92,88.5,73.75,88,0.447,102.2,114.34,0,0
21500258,1610612749,Bucks,MIL,Milwaukee,240:00:00,100.3,101.1,77.1,81.3,23.3,19.8,0.714,1.92,20.1,0.244,0.646,0.452,14.18,14.3,0.494,0.531,1,0.201,93.86,91,75.83,91,0.664,103.39,111.71,0,0
21500275,1610612749,Bucks,MIL,Milwaukee,240:00:00,72.2,72.2,96.2,100,-23.9,-27.8,0.654,1,14.2,0.185,0.732,0.464,17.54,17.5,0.353,0.407,1,0.198,97.86,96,80,97,0.311,99.02,109.87,0,0
21500285,1610612749,Bucks,MIL,Milwaukee,240:00:00,95.8,96,100.8,103,-5,-7.1,0.538,1.4,16.3,0.204,0.782,0.51,15.127,15.2,0.471,0.51,1,0.196,100.16,99,82.5,99,0.45,98.62,110.45,0,0
21500295,1610612749,Bucks,MIL,Milwaukee,240:00:00,106.5,108.2,93.5,92.9,13,15.3,0.568,1.92,18.2,0.333,0.826,0.574,13.057,13.3,0.506,0.532,1,0.199,98.44,98,81.67,98,0.597,100.48,107.76,0,0
21500310,1610612749,Bucks,MIL,Milwaukee,240:00:00,95.2,94.7,92.7,92.6,2.5,2.1,0.733,1.29,17.4,0.267,0.685,0.495,17.986,17.9,0.438,0.514,1,0.201,94.72,95,79.17,95,0.552,98.46,103.95,0,0
21500324,1610612749,Bucks,MIL,Milwaukee,240:00:00,94.7,96.9,110.3,110.1,-15.5,-13.2,0.619,2.17,19.5,0.196,0.708,0.444,11.966,12.2,0.478,0.499,1,0.198,99.56,98.5,82.08,98,0.412,99.37,102.54,0,0
21500337,1610612749,Bucks,MIL,Milwaukee,240:00:00,90.2,91.2,99.9,98.9,-9.7,-7.7,0.576,1.27,15.7,0.28,0.775,0.5,16.297,16.5,0.438,0.477,1,0.202,91.08,91,75.83,91,0.476,96.51,102.76,0,0
21500351,1610612749,Bucks,MIL,Milwaukee,240:00:00,99.2,105.9,93.1,93.1,6,12.7,0.705,1.63,21,,0.714,,17.444,18.6,0.522,0.551,1,0.192,105.46,102,85,102,0.573,94.94,98.49,0,0
21500370,1610612749,Bucks,MIL,Milwaukee,240:00:00,102.4,102.2,117.7,120.2,-15.3,-18.1,0.575,2.09,18,0.28,0.551,0.414,11.853,11.8,0.494,0.506,1,0.202,94.4,93.5,77.92,93,0.415,96.16,98.99,0,0
